n_nodes,degree,n_roots,max_edges,min_edges,n_evidence,time,degrees_occurred,result
5,4,2,3,1,2,0.09199047088623047,"[2, 2, 1, 0]","         p instantiations
0  0.10944       2=False,"
15,8,2,3,1,6,0.3849973678588867,"[4, 1, 5, 4, 3, 4, 3, 2, 1, 1, 0]","          p            instantiations
1  0.019052  2=True,11=True,1=True,  "
25,10,2,3,1,10,0.8805351257324219,"[6, 1, 6, 9, 8, 7, 1, 7, 10, 3, 9, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]","         p                               instantiations
0  0.00021  19=False,8=False,3=False,14=False,16=False,"
35,13,2,3,1,14,1.041013479232788,"[1, 5, 10, 4, 10, 4, 2, 5, 10, 10, 2, 10, 1, 9, 9, 9, 8, 7, 7, 6, 5, 1, 4, 3, 2, 1, 0]","              p                                     instantiations
0  6.730912e-07  10=False,29=True,8=True,5=True,13=False,22=Tru..."
45,15,2,3,1,18,11.690917015075684,"[4, 4, 2, 3, 7, 8, 12, 5, 5, 16, 4, 17, 18, 17, 17, 16, 16, 1, 16, 16, 15, 15, 15, 14, 13, 12, 13, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]","               p                                     instantiations
21  2.623922e-07  31=True,40=False,44=False,2=True,30=True,25=Fa..."
